CustomerID	WorkOrderID	PaymentID	PaymentListString	PaymentDate	PaymentType	PaymentAmount
452	2708	4115	10/5/2024 - Discover - $648.57	10/5/2024	Discover	648.57
452	2708	4116	1/18/2024 - Debit - $629.20	1/18/2024	Debit	629.2
452	2709	4117	4/8/2025 - Cash - $189.07	4/8/2025	Cash	189.07
452	2710	4118	3/26/2025 - Discover - $571.99	3/26/2025	Discover	571.99
452	2711	4119	6/29/2024 - AmericanExpress - $505.02	6/29/2024	AmericanExpress	505.02
452	2711	4120	9/12/2024 - Cash - $85.18	9/12/2024	Cash	85.18
452	2712	4121	6/20/2025 - Visa - $610.42	6/20/2025	Visa	610.42
452	2712	4122	5/28/2025 - MasterCard - $711.21	5/28/2025	MasterCard	711.21
452	2713	4123	11/27/2024 - AmericanExpress - $556.64	11/27/2024	AmericanExpress	556.64
453	2714	4124	3/1/2025 - Discover - $496.00	3/1/2025	Discover	496
453	2715	4125	9/27/2024 - Visa - $664.14	9/27/2024	Visa	664.14
453	2716	4126	6/26/2025 - Debit - $372.11	6/26/2025	Debit	372.11
453	2716	4127	3/7/2025 - Cash - $241.75	3/7/2025	Cash	241.75
453	2717	4128	12/22/2023 - Discover - $533.57	12/22/2023	Discover	533.57
453	2718	4129	2/2/2025 - Discover - $121.51	2/2/2025	Discover	121.51
453	2718	4130	4/18/2025 - Discover - $397.65	4/18/2025	Discover	397.65
453	2719	4131	2/18/2024 - Debit - $558.14	2/18/2024	Debit	558.14
453	2719	4132	11/30/2024 - Cash - $441.14	11/30/2024	Cash	441.14
453	2720	4133	11/4/2024 - Check - $499.84	11/4/2024	Check	499.84
453	2720	4134	5/14/2025 - Visa - $176.77	5/14/2025	Visa	176.77
453	2721	4135	1/22/2025 - Visa - $283.14	1/22/2025	Visa	283.14
453	2722	4136	5/18/2024 - Check - $402.17	5/18/2024	Check	402.17
453	2723	4137	6/22/2025 - Check - $613.65	6/22/2025	Check	613.65
453	2723	4138	4/3/2024 - Discover - $359.36	4/3/2024	Discover	359.36
453	2724	4139	11/19/2024 - Debit - $303.64	11/19/2024	Debit	303.64
453	2724	4140	10/1/2024 - MasterCard - $461.42	10/1/2024	MasterCard	461.42
453	2725	4141	5/10/2025 - Visa - $660.91	5/10/2025	Visa	660.91
453	2725	4142	12/9/2024 - Debit - $427.71	12/9/2024	Debit	427.71
454	2726	4143	11/12/2023 - Debit - $219.39	11/12/2023	Debit	219.39
454	2727	4144	6/20/2025 - Visa - $460.25	6/20/2025	Visa	460.25
454	2727	4145	6/11/2025 - Check - $408.95	6/11/2025	Check	408.95
455	2728	4146	12/4/2024 - Discover - $645.89	12/4/2024	Discover	645.89
455	2728	4147	4/22/2023 - Discover - $55.34	4/22/2023	Discover	55.34
455	2729	4148	2/19/2025 - Debit - $507.30	2/19/2025	Debit	507.3
455	2729	4149	11/26/2024 - Visa - $515.68	11/26/2024	Visa	515.68
455	2730	4150	10/21/2024 - Cash - $589.03	10/21/2024	Cash	589.03
455	2730	4151	8/12/2024 - MasterCard - $608.01	8/12/2024	MasterCard	608.01
455	2731	4152	3/12/2025 - Visa - $453.72	3/12/2025	Visa	453.72
455	2731	4153	1/15/2025 - Debit - $639.13	1/15/2025	Debit	639.13
455	2732	4154	7/5/2025 - Discover - $104.96	7/5/2025	Discover	104.96
456	2733	4155	6/28/2024 - Check - $750.91	6/28/2024	Check	750.91
456	2733	4156	5/16/2024 - Discover - $408.97	5/16/2024	Discover	408.97
456	2734	4157	12/14/2024 - Discover - $147.26	12/14/2024	Discover	147.26
456	2734	4158	1/23/2024 - AmericanExpress - $113.78	1/23/2024	AmericanExpress	113.78
456	2735	4159	12/16/2024 - Visa - $192.56	12/16/2024	Visa	192.56
456	2736	4160	9/14/2023 - Debit - $343.38	9/14/2023	Debit	343.38
456	2737	4161	7/20/2023 - Check - $102.03	7/20/2023	Check	102.03
456	2737	4162	2/1/2025 - Check - $85.51	2/1/2025	Check	85.51
456	2738	4163	4/26/2025 - Visa - $618.27	4/26/2025	Visa	618.27
456	2739	4164	4/13/2025 - Discover - $485.19	4/13/2025	Discover	485.19
456	2739	4165	2/25/2025 - Debit - $129.05	2/25/2025	Debit	129.05
457	2740	4166	12/22/2024 - Visa - $232.51	12/22/2024	Visa	232.51
457	2740	4167	4/8/2025 - Check - $490.60	4/8/2025	Check	490.6
457	2741	4168	4/14/2025 - Visa - $317.70	4/14/2025	Visa	317.7
457	2741	4169	2/24/2025 - Debit - $184.32	2/24/2025	Debit	184.32
457	2742	4170	3/22/2025 - Visa - $667.38	3/22/2025	Visa	667.38
457	2743	4171	7/3/2025 - Visa - $666.73	7/3/2025	Visa	666.73
457	2743	4172	7/6/2025 - Visa - $549.45	7/6/2025	Visa	549.45
457	2744	4173	12/31/2023 - Discover - $392.87	12/31/2023	Discover	392.87
457	2744	4174	5/18/2025 - Discover - $342.10	5/18/2025	Discover	342.1
457	2745	4175	3/14/2025 - Cash - $674.51	3/14/2025	Cash	674.51
457	2745	4176	9/20/2024 - Visa - $465.77	9/20/2024	Visa	465.77
457	2746	4177	10/22/2024 - Check - $418.54	10/22/2024	Check	418.54
457	2746	4178	3/20/2024 - AmericanExpress - $73.75	3/20/2024	AmericanExpress	73.75
457	2747	4179	11/19/2024 - Check - $656.57	11/19/2024	Check	656.57
458	2748	4180	5/28/2025 - MasterCard - $781.39	5/28/2025	MasterCard	781.39
458	2748	4181	11/2/2023 - AmericanExpress - $612.31	11/2/2023	AmericanExpress	612.31
458	2749	4182	6/19/2025 - AmericanExpress - $430.29	6/19/2025	AmericanExpress	430.29
458	2750	4183	5/2/2024 - AmericanExpress - $337.48	5/2/2024	AmericanExpress	337.48
458	2750	4184	7/5/2024 - Visa - $727.69	7/5/2024	Visa	727.69
458	2751	4185	6/25/2025 - MasterCard - $599.37	6/25/2025	MasterCard	599.37
458	2751	4186	6/15/2025 - MasterCard - $76.27	6/15/2025	MasterCard	76.27
459	2752	4187	1/20/2025 - MasterCard - $297.78	1/20/2025	MasterCard	297.78
459	2752	4188	9/21/2024 - Debit - $638.09	9/21/2024	Debit	638.09
459	2753	4189	9/10/2024 - Check - $231.85	9/10/2024	Check	231.85
459	2754	4190	3/21/2025 - AmericanExpress - $472.84	3/21/2025	AmericanExpress	472.84
459	2755	4191	2/22/2025 - Visa - $791.42	2/22/2025	Visa	791.42
459	2756	4192	9/3/2023 - Discover - $181.84	9/3/2023	Discover	181.84
459	2756	4193	3/4/2024 - MasterCard - $429.01	3/4/2024	MasterCard	429.01
459	2757	4194	4/18/2025 - Debit - $749.58	4/18/2025	Debit	749.58
459	2757	4195	8/12/2024 - Discover - $183.82	8/12/2024	Discover	183.82
459	2758	4196	8/18/2024 - Discover - $753.70	8/18/2024	Discover	753.7
459	2758	4197	6/10/2025 - Cash - $161.52	6/10/2025	Cash	161.52
459	2759	4198	12/16/2024 - Discover - $130.16	12/16/2024	Discover	130.16
459	2760	4199	7/26/2023 - AmericanExpress - $141.62	7/26/2023	AmericanExpress	141.62
460	2761	4200	9/6/2023 - AmericanExpress - $50.08	9/6/2023	AmericanExpress	50.08
460	2761	4201	1/6/2024 - Check - $591.50	1/6/2024	Check	591.5
460	2762	4202	6/26/2025 - MasterCard - $637.61	6/26/2025	MasterCard	637.61
460	2763	4203	10/23/2024 - Discover - $494.68	10/23/2024	Discover	494.68
460	2764	4204	8/11/2024 - Check - $297.98	8/11/2024	Check	297.98
460	2765	4205	6/5/2024 - Check - $536.11	6/5/2024	Check	536.11
461	2766	4206	6/15/2025 - MasterCard - $655.67	6/15/2025	MasterCard	655.67
461	2767	4207	5/25/2024 - Visa - $226.77	5/25/2024	Visa	226.77
461	2767	4208	5/6/2024 - AmericanExpress - $110.30	5/6/2024	AmericanExpress	110.3
462	2768	4209	10/26/2024 - Check - $671.26	10/26/2024	Check	671.26
462	2769	4210	1/13/2025 - Discover - $585.64	1/13/2025	Discover	585.64
462	2769	4211	11/30/2024 - Visa - $314.23	11/30/2024	Visa	314.23
462	2770	4212	12/25/2024 - Discover - $609.11	12/25/2024	Discover	609.11
462	2770	4213	3/22/2025 - MasterCard - $602.06	3/22/2025	MasterCard	602.06
462	2771	4214	12/4/2024 - Cash - $625.66	12/4/2024	Cash	625.66
462	2772	4215	3/8/2023 - MasterCard - $316.01	3/8/2023	MasterCard	316.01
462	2773	4216	1/7/2024 - Visa - $602.97	1/7/2024	Visa	602.97
463	2774	4217	7/11/2025 - Check - $280.39	7/11/2025	Check	280.39
463	2775	4218	7/7/2025 - Visa - $639.69	7/7/2025	Visa	639.69
463	2775	4219	12/21/2024 - AmericanExpress - $73.10	12/21/2024	AmericanExpress	73.1
463	2776	4220	3/20/2025 - MasterCard - $416.81	3/20/2025	MasterCard	416.81
463	2777	4221	4/12/2025 - Cash - $439.45	4/12/2025	Cash	439.45
463	2777	4222	3/1/2025 - Visa - $428.40	3/1/2025	Visa	428.4
463	2778	4223	11/19/2022 - Discover - $545.10	11/19/2022	Discover	545.1
463	2778	4224	10/8/2023 - Visa - $563.97	10/8/2023	Visa	563.97
463	2779	4225	11/16/2024 - Visa - $641.79	11/16/2024	Visa	641.79
463	2779	4226	3/29/2025 - Discover - $161.40	3/29/2025	Discover	161.4
464	2780	4227	6/29/2025 - AmericanExpress - $308.59	6/29/2025	AmericanExpress	308.59
464	2781	4228	1/10/2025 - Debit - $527.44	1/10/2025	Debit	527.44
464	2782	4229	5/6/2025 - Debit - $440.47	5/6/2025	Debit	440.47
464	2783	4230	6/21/2025 - AmericanExpress - $682.36	6/21/2025	AmericanExpress	682.36
464	2783	4231	12/25/2023 - AmericanExpress - $566.11	12/25/2023	AmericanExpress	566.11
464	2784	4232	1/30/2025 - Discover - $407.99	1/30/2025	Discover	407.99
464	2784	4233	3/12/2024 - Discover - $77.77	3/12/2024	Discover	77.77
464	2785	4234	6/12/2025 - MasterCard - $155.28	6/12/2025	MasterCard	155.28
464	2785	4235	7/10/2025 - Visa - $121.62	7/10/2025	Visa	121.62
465	2786	4236	4/7/2025 - MasterCard - $740.68	4/7/2025	MasterCard	740.68
465	2787	4237	2/14/2024 - Visa - $180.88	2/14/2024	Visa	180.88
465	2787	4238	9/1/2024 - Discover - $55.51	9/1/2024	Discover	55.51
465	2788	4239	7/3/2025 - Visa - $574.05	7/3/2025	Visa	574.05
465	2789	4240	6/18/2023 - MasterCard - $706.32	6/18/2023	MasterCard	706.32
465	2790	4241	6/9/2025 - Cash - $89.45	6/9/2025	Cash	89.45
465	2791	4242	2/11/2025 - Check - $428.16	2/11/2025	Check	428.16
465	2792	4243	2/13/2025 - Check - $760.16	2/13/2025	Check	760.16
465	2792	4244	6/7/2025 - Visa - $179.18	6/7/2025	Visa	179.18
465	2793	4245	7/3/2025 - Cash - $307.76	7/3/2025	Cash	307.76
465	2793	4246	7/10/2025 - Cash - $127.96	7/10/2025	Cash	127.96
465	2794	4247	10/12/2024 - Debit - $377.23	10/12/2024	Debit	377.23
466	2795	4248	6/10/2024 - Check - $678.43	6/10/2024	Check	678.43
466	2796	4249	12/19/2024 - Check - $335.29	12/19/2024	Check	335.29
466	2796	4250	4/27/2025 - Discover - $649.99	4/27/2025	Discover	649.99
466	2797	4251	4/26/2025 - Debit - $635.86	4/26/2025	Debit	635.86
466	2798	4252	5/28/2023 - Visa - $346.10	5/28/2023	Visa	346.1
466	2798	4253	5/15/2025 - Discover - $88.38	5/15/2025	Discover	88.38
466	2799	4254	7/24/2024 - Check - $97.71	7/24/2024	Check	97.71
466	2800	4255	6/30/2025 - Debit - $661.00	6/30/2025	Debit	661
466	2800	4256	5/22/2025 - Visa - $479.48	5/22/2025	Visa	479.48
466	2801	4257	10/1/2024 - Discover - $722.62	10/1/2024	Discover	722.62
466	2802	4258	6/12/2025 - AmericanExpress - $571.65	6/12/2025	AmericanExpress	571.65
466	2802	4259	4/1/2025 - Cash - $171.38	4/1/2025	Cash	171.38
467	2803	4260	2/3/2025 - Cash - $500.61	2/3/2025	Cash	500.61
467	2804	4261	3/30/2025 - Check - $549.01	3/30/2025	Check	549.01
467	2805	4262	3/4/2024 - Discover - $286.94	3/4/2024	Discover	286.94
467	2806	4263	4/27/2025 - Debit - $471.26	4/27/2025	Debit	471.26
467	2806	4264	2/5/2025 - Check - $65.03	2/5/2025	Check	65.03
467	2807	4265	6/1/2024 - Visa - $669.92	6/1/2024	Visa	669.92
467	2808	4266	7/9/2025 - Discover - $175.35	7/9/2025	Discover	175.35
467	2808	4267	5/31/2025 - Visa - $233.69	5/31/2025	Visa	233.69
467	2809	4268	7/27/2024 - Discover - $115.31	7/27/2024	Discover	115.31
467	2810	4269	5/26/2023 - Visa - $122.96	5/26/2023	Visa	122.96
467	2811	4270	4/21/2024 - Debit - $104.19	4/21/2024	Debit	104.19
468	2812	4271	2/13/2024 - Debit - $505.13	2/13/2024	Debit	505.13
468	2813	4272	10/29/2024 - MasterCard - $342.36	10/29/2024	MasterCard	342.36
468	2814	4273	12/1/2024 - Debit - $149.28	12/1/2024	Debit	149.28
469	2815	4274	3/23/2025 - Check - $755.97	3/23/2025	Check	755.97
469	2815	4275	4/8/2025 - Check - $51.06	4/8/2025	Check	51.06
469	2816	4276	6/17/2025 - Cash - $612.69	6/17/2025	Cash	612.69
469	2817	4277	5/12/2025 - Discover - $666.84	5/12/2025	Discover	666.84
469	2817	4278	5/17/2025 - Discover - $134.69	5/17/2025	Discover	134.69
469	2818	4279	7/4/2024 - MasterCard - $468.76	7/4/2024	MasterCard	468.76
469	2819	4280	2/25/2025 - AmericanExpress - $763.65	2/25/2025	AmericanExpress	763.65
469	2820	4281	6/5/2025 - Check - $606.46	6/5/2025	Check	606.46
469	2820	4282	3/20/2025 - Discover - $686.13	3/20/2025	Discover	686.13
469	2821	4283	7/16/2024 - AmericanExpress - $420.38	7/16/2024	AmericanExpress	420.38
469	2822	4284	4/2/2023 - AmericanExpress - $483.23	4/2/2023	AmericanExpress	483.23
469	2822	4285	4/12/2024 - Cash - $569.58	4/12/2024	Cash	569.58
469	2823	4286	4/20/2025 - Discover - $463.09	4/20/2025	Discover	463.09
469	2823	4287	3/14/2025 - Debit - $350.20	3/14/2025	Debit	350.2
470	2824	4288	6/27/2024 - AmericanExpress - $521.21	6/27/2024	AmericanExpress	521.21
470	2824	4289	4/7/2024 - AmericanExpress - $606.29	4/7/2024	AmericanExpress	606.29
470	2825	4290	7/9/2025 - Check - $407.45	7/9/2025	Check	407.45
470	2826	4291	1/6/2024 - Visa - $236.21	1/6/2024	Visa	236.21
470	2826	4292	10/1/2024 - AmericanExpress - $265.39	10/1/2024	AmericanExpress	265.39
470	2827	4293	5/16/2025 - Discover - $463.83	5/16/2025	Discover	463.83
470	2828	4294	3/9/2025 - AmericanExpress - $503.98	3/9/2025	AmericanExpress	503.98
470	2828	4295	5/23/2025 - Cash - $552.16	5/23/2025	Cash	552.16
470	2829	4296	6/14/2025 - Check - $747.22	6/14/2025	Check	747.22
470	2829	4297	6/11/2025 - Debit - $379.69	6/11/2025	Debit	379.69
470	2830	4298	3/27/2025 - AmericanExpress - $195.06	3/27/2025	AmericanExpress	195.06
470	2831	4299	1/24/2025 - Cash - $750.46	1/24/2025	Cash	750.46
470	2832	4300	9/29/2024 - AmericanExpress - $736.89	9/29/2024	AmericanExpress	736.89
471	2833	4301	10/4/2023 - Cash - $492.88	10/4/2023	Cash	492.88
471	2833	4302	11/5/2022 - Cash - $510.80	11/5/2022	Cash	510.8
471	2834	4303	2/28/2025 - MasterCard - $71.67	2/28/2025	MasterCard	71.67
471	2834	4304	5/24/2025 - Cash - $531.97	5/24/2025	Cash	531.97
471	2835	4305	3/22/2025 - AmericanExpress - $151.62	3/22/2025	AmericanExpress	151.62
471	2836	4306	7/4/2024 - AmericanExpress - $337.81	7/4/2024	AmericanExpress	337.81
471	2836	4307	4/2/2025 - Debit - $546.47	4/2/2025	Debit	546.47
471	2837	4308	3/4/2025 - Cash - $636.27	3/4/2025	Cash	636.27
471	2838	4309	5/1/2025 - MasterCard - $430.92	5/1/2025	MasterCard	430.92
471	2838	4310	5/11/2025 - AmericanExpress - $593.59	5/11/2025	AmericanExpress	593.59
471	2839	4311	3/20/2025 - Cash - $794.54	3/20/2025	Cash	794.54
471	2839	4312	2/1/2025 - Discover - $77.02	2/1/2025	Discover	77.02
471	2840	4313	4/1/2024 - MasterCard - $778.17	4/1/2024	MasterCard	778.17
471	2840	4314	3/21/2023 - MasterCard - $345.35	3/21/2023	MasterCard	345.35
471	2841	4315	3/4/2025 - Visa - $615.83	3/4/2025	Visa	615.83
471	2841	4316	3/10/2025 - MasterCard - $230.73	3/10/2025	MasterCard	230.73
471	2842	4317	6/28/2025 - MasterCard - $172.45	6/28/2025	MasterCard	172.45
471	2843	4318	2/15/2024 - Debit - $386.08	2/15/2024	Debit	386.08
471	2844	4319	6/2/2025 - Debit - $93.72	6/2/2025	Debit	93.72
471	2844	4320	12/2/2024 - Check - $383.73	12/2/2024	Check	383.73
472	2845	4321	1/31/2025 - Discover - $763.05	1/31/2025	Discover	763.05
473	2846	4322	11/26/2023 - Check - $638.75	11/26/2023	Check	638.75
473	2847	4323	8/20/2024 - Debit - $629.55	8/20/2024	Debit	629.55
474	2848	4324	12/27/2023 - Check - $241.84	12/27/2023	Check	241.84
474	2848	4325	4/25/2023 - AmericanExpress - $556.01	4/25/2023	AmericanExpress	556.01
474	2849	4326	6/2/2023 - MasterCard - $273.68	6/2/2023	MasterCard	273.68
474	2849	4327	3/27/2024 - MasterCard - $318.02	3/27/2024	MasterCard	318.02
474	2850	4328	5/16/2025 - MasterCard - $194.52	5/16/2025	MasterCard	194.52
474	2850	4329	5/4/2025 - Discover - $381.54	5/4/2025	Discover	381.54
475	2851	4330	6/9/2025 - AmericanExpress - $718.20	6/9/2025	AmericanExpress	718.2
475	2851	4331	11/6/2024 - Discover - $719.85	11/6/2024	Discover	719.85
475	2852	4332	4/16/2025 - Discover - $576.56	4/16/2025	Discover	576.56
475	2853	4333	5/23/2024 - MasterCard - $60.36	5/23/2024	MasterCard	60.36
475	2853	4334	5/14/2024 - Visa - $89.83	5/14/2024	Visa	89.83
475	2854	4335	4/25/2025 - Debit - $173.03	4/25/2025	Debit	173.03
475	2855	4336	2/29/2024 - Discover - $415.35	2/29/2024	Discover	415.35
475	2855	4337	1/26/2024 - Check - $470.11	1/26/2024	Check	470.11
475	2856	4338	5/31/2023 - Cash - $141.94	5/31/2023	Cash	141.94
475	2856	4339	1/15/2025 - Check - $443.26	1/15/2025	Check	443.26
475	2857	4340	4/9/2025 - AmericanExpress - $231.91	4/9/2025	AmericanExpress	231.91
475	2857	4341	1/31/2023 - AmericanExpress - $508.94	1/31/2023	AmericanExpress	508.94
475	2858	4342	4/25/2025 - MasterCard - $763.35	4/25/2025	MasterCard	763.35
475	2858	4343	4/13/2025 - Visa - $584.90	4/13/2025	Visa	584.9
476	2859	4344	1/24/2024 - AmericanExpress - $453.20	1/24/2024	AmericanExpress	453.2
476	2859	4345	7/6/2024 - Cash - $74.95	7/6/2024	Cash	74.95
476	2860	4346	5/30/2025 - AmericanExpress - $155.30	5/30/2025	AmericanExpress	155.3
476	2860	4347	6/7/2025 - Debit - $362.31	6/7/2025	Debit	362.31
477	2861	4348	6/18/2025 - Check - $497.93	6/18/2025	Check	497.93
477	2861	4349	7/1/2025 - Visa - $758.07	7/1/2025	Visa	758.07
477	2862	4350	3/14/2025 - AmericanExpress - $740.64	3/14/2025	AmericanExpress	740.64
477	2863	4351	1/23/2024 - MasterCard - $50.57	1/23/2024	MasterCard	50.57
477	2863	4352	7/20/2024 - Cash - $84.89	7/20/2024	Cash	84.89
477	2864	4353	5/25/2023 - AmericanExpress - $583.70	5/25/2023	AmericanExpress	583.7
478	2865	4354	3/26/2025 - MasterCard - $424.18	3/26/2025	MasterCard	424.18
478	2865	4355	5/3/2023 - Cash - $441.95	5/3/2023	Cash	441.95
479	2866	4356	8/31/2024 - Debit - $212.29	8/31/2024	Debit	212.29
479	2866	4357	10/20/2024 - Debit - $70.22	10/20/2024	Debit	70.22
479	2867	4358	7/26/2024 - Cash - $503.88	7/26/2024	Cash	503.88
479	2867	4359	4/17/2024 - Check - $77.49	4/17/2024	Check	77.49
480	2868	4360	5/19/2024 - Debit - $627.55	5/19/2024	Debit	627.55
480	2868	4361	9/15/2023 - AmericanExpress - $191.68	9/15/2023	AmericanExpress	191.68
480	2869	4362	8/9/2023 - Visa - $88.00	8/9/2023	Visa	88
480	2869	4363	4/20/2024 - AmericanExpress - $407.75	4/20/2024	AmericanExpress	407.75
480	2870	4364	6/2/2024 - Visa - $262.77	6/2/2024	Visa	262.77
480	2870	4365	9/28/2024 - MasterCard - $308.04	9/28/2024	MasterCard	308.04
480	2871	4366	12/4/2022 - Cash - $628.07	12/4/2022	Cash	628.07
480	2872	4367	2/9/2024 - Debit - $415.01	2/9/2024	Debit	415.01
480	2872	4368	2/7/2024 - Cash - $52.47	2/7/2024	Cash	52.47
480	2873	4369	1/5/2025 - Check - $205.51	1/5/2025	Check	205.51
480	2873	4370	11/9/2024 - Discover - $217.55	11/9/2024	Discover	217.55
480	2874	4371	5/12/2025 - Discover - $759.53	5/12/2025	Discover	759.53
480	2875	4372	6/9/2023 - Check - $612.06	6/9/2023	Check	612.06
480	2876	4373	5/29/2024 - Visa - $767.40	5/29/2024	Visa	767.4
481	2877	4374	5/27/2025 - Visa - $412.37	5/27/2025	Visa	412.37
481	2878	4375	5/29/2025 - Cash - $133.03	5/29/2025	Cash	133.03
481	2879	4376	3/12/2024 - AmericanExpress - $554.31	3/12/2024	AmericanExpress	554.31
481	2879	4377	3/3/2024 - Discover - $107.50	3/3/2024	Discover	107.5
481	2880	4378	3/19/2025 - Check - $334.59	3/19/2025	Check	334.59
481	2880	4379	4/11/2025 - Visa - $421.27	4/11/2025	Visa	421.27
481	2881	4380	12/22/2024 - AmericanExpress - $728.02	12/22/2024	AmericanExpress	728.02
481	2881	4381	1/10/2025 - Visa - $775.09	1/10/2025	Visa	775.09
481	2882	4382	4/7/2025 - Debit - $416.53	4/7/2025	Debit	416.53
481	2882	4383	1/20/2025 - Check - $226.47	1/20/2025	Check	226.47
481	2883	4384	7/11/2025 - Check - $532.60	7/11/2025	Check	532.6
481	2883	4385	3/14/2024 - Visa - $476.96	3/14/2024	Visa	476.96
481	2884	4386	5/9/2025 - Debit - $88.24	5/9/2025	Debit	88.24
481	2884	4387	9/14/2024 - Debit - $468.45	9/14/2024	Debit	468.45
481	2885	4388	1/27/2025 - AmericanExpress - $290.42	1/27/2025	AmericanExpress	290.42
482	2886	4389	5/26/2024 - Visa - $738.61	5/26/2024	Visa	738.61
482	2887	4390	1/6/2025 - Discover - $650.62	1/6/2025	Discover	650.62
482	2887	4391	1/24/2025 - Cash - $667.51	1/24/2025	Cash	667.51
482	2888	4392	12/22/2024 - Check - $778.35	12/22/2024	Check	778.35
482	2889	4393	6/7/2025 - Visa - $86.10	6/7/2025	Visa	86.1
482	2890	4394	11/15/2024 - MasterCard - $75.89	11/15/2024	MasterCard	75.89
482	2890	4395	4/29/2025 - Discover - $523.49	4/29/2025	Discover	523.49
482	2891	4396	2/16/2025 - Visa - $103.43	2/16/2025	Visa	103.43
482	2891	4397	9/20/2023 - Check - $685.30	9/20/2023	Check	685.3
482	2892	4398	6/2/2025 - Visa - $387.25	6/2/2025	Visa	387.25
482	2893	4399	3/9/2024 - Discover - $220.77	3/9/2024	Discover	220.77
482	2893	4400	2/27/2025 - Visa - $269.21	2/27/2025	Visa	269.21
482	2894	4401	12/13/2024 - Debit - $199.78	12/13/2024	Debit	199.78
482	2895	4402	8/18/2024 - MasterCard - $568.91	8/18/2024	MasterCard	568.91
482	2895	4403	12/5/2023 - AmericanExpress - $447.22	12/5/2023	AmericanExpress	447.22
482	2896	4404	7/8/2025 - AmericanExpress - $583.97	7/8/2025	AmericanExpress	583.97
482	2896	4405	7/9/2025 - Debit - $608.31	7/9/2025	Debit	608.31
482	2897	4406	3/25/2025 - Check - $508.78	3/25/2025	Check	508.78
482	2897	4407	12/18/2024 - Check - $198.10	12/18/2024	Check	198.1
483	2898	4408	12/20/2024 - MasterCard - $680.27	12/20/2024	MasterCard	680.27
483	2898	4409	8/27/2023 - Visa - $655.76	8/27/2023	Visa	655.76
483	2899	4410	5/12/2025 - AmericanExpress - $682.29	5/12/2025	AmericanExpress	682.29
483	2900	4411	5/21/2023 - MasterCard - $341.44	5/21/2023	MasterCard	341.44
483	2900	4412	12/1/2023 - AmericanExpress - $182.70	12/1/2023	AmericanExpress	182.7
483	2901	4413	12/12/2023 - Check - $51.09	12/12/2023	Check	51.09
483	2902	4414	4/2/2024 - AmericanExpress - $94.01	4/2/2024	AmericanExpress	94.01
483	2902	4415	12/2/2024 - Discover - $401.35	12/2/2024	Discover	401.35
483	2903	4416	6/21/2023 - Discover - $184.06	6/21/2023	Discover	184.06
483	2903	4417	9/10/2023 - Visa - $343.60	9/10/2023	Visa	343.6
483	2904	4418	4/22/2024 - AmericanExpress - $425.03	4/22/2024	AmericanExpress	425.03
483	2904	4419	5/28/2024 - Discover - $687.98	5/28/2024	Discover	687.98
483	2905	4420	4/20/2024 - Cash - $662.20	4/20/2024	Cash	662.2
483	2905	4421	4/20/2024 - Debit - $797.90	4/20/2024	Debit	797.9
483	2906	4422	11/21/2023 - Check - $281.98	11/21/2023	Check	281.98
483	2907	4423	10/7/2024 - Cash - $59.49	10/7/2024	Cash	59.49
484	2908	4424	7/7/2024 - Check - $762.13	7/7/2024	Check	762.13
484	2909	4425	12/11/2023 - MasterCard - $738.38	12/11/2023	MasterCard	738.38
484	2909	4426	5/19/2025 - Visa - $740.88	5/19/2025	Visa	740.88
484	2910	4427	7/5/2025 - MasterCard - $592.81	7/5/2025	MasterCard	592.81
484	2911	4428	7/8/2025 - Debit - $606.74	7/8/2025	Debit	606.74
484	2912	4429	12/27/2023 - Debit - $111.39	12/27/2023	Debit	111.39
484	2913	4430	6/24/2025 - Cash - $481.86	6/24/2025	Cash	481.86
484	2914	4431	4/23/2024 - Debit - $627.70	4/23/2024	Debit	627.7
484	2914	4432	4/24/2023 - Cash - $137.27	4/24/2023	Cash	137.27
484	2915	4433	4/24/2025 - Cash - $251.49	4/24/2025	Cash	251.49
484	2915	4434	6/29/2024 - Debit - $625.16	6/29/2024	Debit	625.16
484	2916	4435	2/27/2024 - Check - $570.06	2/27/2024	Check	570.06
484	2917	4436	3/1/2025 - Discover - $317.38	3/1/2025	Discover	317.38
484	2918	4437	5/14/2025 - Check - $622.00	5/14/2025	Check	622
484	2919	4438	11/6/2023 - Discover - $482.51	11/6/2023	Discover	482.51
484	2920	4439	6/6/2025 - Visa - $191.25	6/6/2025	Visa	191.25
484	2921	4440	8/11/2024 - Visa - $191.25	8/11/2024	Visa	191.25
485	2922	4441	10/11/2024 - MasterCard - $759.90	10/11/2024	MasterCard	759.9
485	2922	4442	4/15/2025 - Check - $790.45	4/15/2025	Check	790.45
486	2923	4443	7/16/2024 - Visa - $698.36	7/16/2024	Visa	698.36
486	2924	4444	7/4/2025 - Visa - $565.22	7/4/2025	Visa	565.22
486	2925	4445	9/30/2023 - Visa - $655.39	9/30/2023	Visa	655.39
486	2926	4446	12/30/2024 - AmericanExpress - $205.31	12/30/2024	AmericanExpress	205.31
486	2926	4447	4/27/2025 - Debit - $645.67	4/27/2025	Debit	645.67
486	2927	4448	10/7/2024 - AmericanExpress - $524.79	10/7/2024	AmericanExpress	524.79
486	2927	4449	6/12/2025 - Visa - $704.74	6/12/2025	Visa	704.74
486	2928	4450	4/4/2025 - MasterCard - $353.15	4/4/2025	MasterCard	353.15
486	2928	4451	3/2/2025 - Discover - $388.85	3/2/2025	Discover	388.85
