CustomerID	WorkOrderID	VehicleID	OrderDate	OrderServiceType	OrderIssueDesc	OrderParts	OrderPartsCost	OrderPartsMarkup	OrderHoursSpent	OrderShopRate	OrderPartsEstimate	OrderHoursEstimate	OrderWhichVehicle	OrderResolution	OrderDiscounts	MilesOnVehicle
499	1469	739	3/9/2024	Miscellaneous/Other	Generic Miscellaneous/Other entry.	Generic Miscellaneous/Other entry.	335	36.88%	2.7	120	368.5	3.2	Vincent's Truck	Miscellaneous/Other service completed successfully.	20.86	72064
499	1470	740	6/6/2024	Maintenance	Generic Maintenance entry.	Generic Maintenance entry.	81.37	44.16%	3.2	120	89.51	3.7	Vincent's Van	Maintenance service completed successfully.	18.63	12644
499	1471	740	1/8/2024	Interior/Upholstery	Generic Interior/Upholstery entry.	Generic Interior/Upholstery entry.	144.67	33.54%	1.2	120	159.14	1.7	Vincent's Van	Interior/Upholstery service completed successfully.	15.42	14837
500	1472	741	1/10/2024	Performance Upgrades	Generic Performance Upgrades entry.	Generic Performance Upgrades entry.	306.7	35.68%	4.3	120	337.37	4.8	Ryan's Truck	Performance Upgrades service completed successfully.	14.51	18152
501	1473	742	11/5/2024	Fleet Services	Corporate van requires oil change and tire rotation.	Fleet fluid replacement and standard brake pads	160.97	54.57%	4.5	120	177.07	5	Erik's Van	Fleet Services service completed successfully.	9.73	55661
501	1474	742	1/9/2025	Suspension/Steering	Vehicle leans to one side when turning.	Tie rod ends and sway bar link replacements	461.52	46.29%	4.6	120	507.67	5.1	Erik's Van	Suspension/Steering service completed successfully.	24.51	56265
501	1475	743	7/20/2024	Body/Paint	Generic Body/Paint entry.	Generic Body/Paint entry.	145	45.67%	4.9	120	159.5	5.4	Erik's Van	Body/Paint service completed successfully.	3.79	19333
502	1476	744	4/16/2024	Maintenance	Generic Maintenance entry.	Generic Maintenance entry.	151.6	47.28%	2	120	166.76	2.5	Michael's Car	Maintenance service completed successfully.	7.59	12139
502	1477	744	9/21/2023	Interior/Upholstery	Generic Interior/Upholstery entry.	Generic Interior/Upholstery entry.	279.78	57.34%	2	120	307.76	2.5	Michael's Car	Interior/Upholstery service completed successfully.	5.31	14187
502	1478	745	1/3/2024	Miscellaneous/Other	Generic Miscellaneous/Other entry.	Generic Miscellaneous/Other entry.	422.75	43.82%	2.7	120	465.03	3.2	Michael's Car	Miscellaneous/Other service completed successfully.	4.9	69227
503	1479	746	10/6/2024	Diagnostics	Engine occasionally misfires; diagnostic evaluation requested.	Sensor probe set and voltage diagnostics tools	278.73	54.73%	1.4	120	306.6	1.9	Deborah's Truck	Diagnostics service completed successfully.	6.47	54607
504	1480	747	1/30/2024	Pre-Purchase Inspection	Generic Pre-Purchase Inspection entry.	Generic Pre-Purchase Inspection entry.	60.02	27.23%	2.2	120	66.02	2.7	Jenna's Truck	Pre-Purchase Inspection service completed successfully.	7.52	57174
505	1481	748	2/28/2025	Pre-Purchase Inspection	Generic Pre-Purchase Inspection entry.	Generic Pre-Purchase Inspection entry.	477.52	48.10%	2.6	120	525.27	3.1	Patrick's Truck	Pre-Purchase Inspection service completed successfully.	10.56	17805
505	1482	748	3/26/2025	Roadside Assistance	Generic Roadside Assistance entry.	Generic Roadside Assistance entry.	420.97	38.86%	4.5	120	463.07	5	Patrick's Truck	Roadside Assistance service completed successfully.	0.04	19903
505	1483	748	8/2/2023	Interior/Upholstery	Generic Interior/Upholstery entry.	Generic Interior/Upholstery entry.	428.6	29.36%	3.8	120	471.46	4.3	Patrick's Truck	Interior/Upholstery service completed successfully.	27.74	20446
505	1484	749	11/5/2024	Maintenance	Generic Maintenance entry.	Generic Maintenance entry.	197.77	36.79%	2.7	120	217.55	3.2	Patrick's Car	Maintenance service completed successfully.	25.09	46254
506	1485	750	12/17/2024	Miscellaneous/Other	Generic Miscellaneous/Other entry.	Generic Miscellaneous/Other entry.	260.09	26.35%	2.1	120	286.1	2.6	Tara's Truck	Miscellaneous/Other service completed successfully.	4.76	27034
506	1486	750	3/25/2025	Fleet Services	Corporate van requires oil change and tire rotation.	"Oil, filter, rotation pack and maintenance checklist"	114.6	31.43%	2.4	120	126.06	2.9	Tara's Truck	Fleet Services service completed successfully.	4.77	29394
506	1487	750	8/31/2024	Roadside Assistance	Generic Roadside Assistance entry.	Generic Roadside Assistance entry.	80.58	27.31%	2.3	120	88.64	2.8	Tara's Truck	Roadside Assistance service completed successfully.	13.2	31130
506	1488	751	12/18/2023	Seasonal Prep	Generic Seasonal Prep entry.	Generic Seasonal Prep entry.	360.11	47.25%	1.8	120	396.12	2.3	Tara's Van	Seasonal Prep service completed successfully.	13.45	56861
506	1489	751	2/28/2025	Diagnostics	Check engine light illuminated after recent fill-up.	Full diagnostic scan and wiring harness testing	420.73	59.59%	3.5	120	462.8	4	Tara's Van	Diagnostics service completed successfully.	5.04	59143
507	1490	752	3/7/2025	Seasonal Prep	Generic Seasonal Prep entry.	Generic Seasonal Prep entry.	65.24	36.91%	3.4	120	71.76	3.9	Kenneth's Car	Seasonal Prep service completed successfully.	29.95	26013
507	1491	752	4/30/2024	Miscellaneous/Other	Generic Miscellaneous/Other entry.	Generic Miscellaneous/Other entry.	250.9	25.25%	1.7	120	275.99	2.2	Kenneth's Car	Miscellaneous/Other service completed successfully.	21.45	28470
507	1492	753	5/19/2024	Custom/Accessory Install	Generic Custom/Accessory Install entry.	Generic Custom/Accessory Install entry.	229.91	28.76%	2.6	120	252.9	3.1	Kenneth's Truck	Custom/Accessory Install service completed successfully.	22.03	51798
508	1493	754	5/25/2025	Custom/Accessory Install	Generic Custom/Accessory Install entry.	Generic Custom/Accessory Install entry.	351.7	32.44%	1.9	120	386.87	2.4	Cynthia's Truck	Custom/Accessory Install service completed successfully.	13.87	51729
508	1494	754	12/3/2024	Brakes	Grinding sound noticed when slowing down from high speeds.	Brand XYZ brake pads and OEM rotors	308.68	37.86%	2.4	120	339.55	2.9	Cynthia's Truck	Brakes service completed successfully.	19.39	53806
509	1495	755	1/16/2024	Repair	Water leak under driver’s seat after rainstorm.	OEM seals and interior leak test kit	334.19	42.24%	4.2	120	367.61	4.7	Brandy's Truck	Repair service completed successfully.	9.48	18900
509	1496	755	9/22/2024	Oil/Fluid	Oil change due based on mileage; customer requested full inspection.	Transmission flush kit and gasket set	132.5	47.11%	4.3	120	145.75	4.8	Brandy's Truck	Oil/Fluid service completed successfully.	13.49	20292
509	1497	756	12/15/2024	Glass/Windshield	Generic Glass/Windshield entry.	Generic Glass/Windshield entry.	475.22	40.95%	4.5	120	522.74	5	Brandy's Truck	Glass/Windshield service completed successfully.	4.2	64503
510	1498	757	5/5/2024	Miscellaneous/Other	Generic Miscellaneous/Other entry.	Generic Miscellaneous/Other entry.	56.35	25.83%	4.1	120	61.99	4.6	Malik's Van	Miscellaneous/Other service completed successfully.	2.95	16363
510	1499	757	8/11/2024	Exhaust/Emissions	Generic Exhaust/Emissions entry.	Generic Exhaust/Emissions entry.	460	28.90%	2.8	120	506	3.3	Malik's Van	Exhaust/Emissions service completed successfully.	25.62	19016
510	1500	758	7/19/2023	Glass/Windshield	Generic Glass/Windshield entry.	Generic Glass/Windshield entry.	50.44	57.88%	1.3	120	55.48	1.8	Malik's Car	Glass/Windshield service completed successfully.	5.46	20389
510	1501	758	12/22/2024	Fleet Services	Quarterly fleet maintenance scheduled for company vehicle.	"Oil, filter, rotation pack and maintenance checklist"	229.28	41.49%	2.7	120	252.21	3.2	Malik's Car	Fleet Services service completed successfully.	21.32	21705
510	1502	758	9/24/2024	Maintenance	Generic Maintenance entry.	Generic Maintenance entry.	58.81	37.16%	2.6	120	64.69	3.1	Malik's Car	Maintenance service completed successfully.	13.45	23722
511	1503	759	5/8/2024	Performance Upgrades	Generic Performance Upgrades entry.	Generic Performance Upgrades entry.	74.16	55.79%	2.9	120	81.58	3.4	Morgan's Truck	Performance Upgrades service completed successfully.	29.32	50658
511	1504	759	3/10/2025	Suspension/Steering	Vehicle leans to one side when turning.	Strut assembly and control arm kit	78.38	28.62%	4	120	86.22	4.5	Morgan's Truck	Suspension/Steering service completed successfully.	26.19	51361
511	1505	759	4/1/2024	Miscellaneous/Other	Generic Miscellaneous/Other entry.	Generic Miscellaneous/Other entry.	385.16	55.28%	3.7	120	423.68	4.2	Morgan's Truck	Miscellaneous/Other service completed successfully.	2.24	52202
511	1506	760	5/1/2025	Interior/Upholstery	Generic Interior/Upholstery entry.	Generic Interior/Upholstery entry.	414.69	45.28%	4.4	120	456.16	4.9	Morgan's Truck	Interior/Upholstery service completed successfully.	7.95	31285
511	1507	760	6/9/2025	Battery/Electrical	Interior lights flicker when driving over rough roads.	Starter relay and alternator belt	276.9	53.45%	1.7	120	304.59	2.2	Morgan's Truck	Battery/Electrical service completed successfully.	6.5	33706
512	1508	761	2/20/2025	Performance Upgrades	Generic Performance Upgrades entry.	Generic Performance Upgrades entry.	200.86	53.45%	1.6	120	220.95	2.1	Steven's Truck	Performance Upgrades service completed successfully.	29.74	49387
513	1509	762	1/13/2025	Safety	Customer concerned about recall on ABS system.	Brake sensor harness and warning light tool	251.8	47.21%	4.7	120	276.98	5.2	Kayla's Car	Safety service completed successfully.	3.12	51260
513	1510	763	9/1/2024	Performance Upgrades	Generic Performance Upgrades entry.	Generic Performance Upgrades entry.	499.73	55.15%	2.6	120	549.7	3.1	Kayla's Truck	Performance Upgrades service completed successfully.	11.12	38043
513	1511	763	5/14/2025	Body/Paint	Generic Body/Paint entry.	Generic Body/Paint entry.	330.67	56.15%	3.6	120	363.74	4.1	Kayla's Truck	Body/Paint service completed successfully.	21.49	39998
513	1512	763	10/14/2023	Seasonal Prep	Generic Seasonal Prep entry.	Generic Seasonal Prep entry.	497.2	52.34%	1.3	120	546.92	1.8	Kayla's Truck	Seasonal Prep service completed successfully.	26.9	41516
514	1513	764	4/14/2024	Performance Upgrades	Generic Performance Upgrades entry.	Generic Performance Upgrades entry.	207.02	43.01%	1.1	120	227.72	1.6	William's Car	Performance Upgrades service completed successfully.	24.16	65361
514	1514	764	4/8/2024	Miscellaneous/Other	Generic Miscellaneous/Other entry.	Generic Miscellaneous/Other entry.	394.43	56.41%	4.1	120	433.87	4.6	William's Car	Miscellaneous/Other service completed successfully.	26.49	66012
514	1515	764	10/4/2024	Tires	Generic Tires entry.	Generic Tires entry.	239.16	37.60%	3.5	120	263.08	4	William's Car	Tires service completed successfully.	3.54	67098
515	1516	765	7/20/2023	Pre-Purchase Inspection	Generic Pre-Purchase Inspection entry.	Generic Pre-Purchase Inspection entry.	333	43.22%	3.1	120	366.3	3.6	Theresa's Van	Pre-Purchase Inspection service completed successfully.	20.57	62809
515	1517	765	9/22/2023	Battery/Electrical	Car fails to start intermittently; suspected battery issue.	12V AGM battery and terminal kit	479.15	31.09%	3.1	120	527.07	3.6	Theresa's Van	Battery/Electrical service completed successfully.	15.52	63841
516	1518	766	11/10/2023	Glass/Windshield	Generic Glass/Windshield entry.	Generic Glass/Windshield entry.	474.76	58.06%	2.2	120	522.24	2.7	Amanda's Car	Glass/Windshield service completed successfully.	28.99	10650
516	1519	766	9/24/2024	Fleet Services	Corporate van requires oil change and tire rotation.	"Oil, filter, rotation pack and maintenance checklist"	136.51	56.85%	3.5	120	150.16	4	Amanda's Car	Fleet Services service completed successfully.	7.7	11228
517	1520	767	12/11/2023	Suspension/Steering	Steering wheel vibrates at highway speeds.	Shock absorber kit and alignment tools	276.88	50.69%	1	120	304.57	1.5	Kyle's Car	Suspension/Steering service completed successfully.	0.28	54784
517	1521	768	6/7/2025	Body/Paint	Generic Body/Paint entry.	Generic Body/Paint entry.	93.69	50.20%	2	120	103.06	2.5	Kyle's Car	Body/Paint service completed successfully.	20.3	43969
518	1522	769	5/24/2025	Fleet Services	Corporate van requires oil change and tire rotation.	DOT compliance kit and inspection log	98.25	26.36%	4.5	120	108.08	5	Benjamin's Van	Fleet Services service completed successfully.	15.49	41269
519	1523	770	7/20/2024	Glass/Windshield	Generic Glass/Windshield entry.	Generic Glass/Windshield entry.	241.68	40.51%	3	120	265.85	3.5	Victoria's Truck	Glass/Windshield service completed successfully.	3.63	31248
519	1524	771	5/6/2025	Suspension/Steering	Steering wheel vibrates at highway speeds.	Strut assembly and control arm kit	294.1	43.58%	1.9	120	323.51	2.4	Victoria's Truck	Suspension/Steering service completed successfully.	23.01	38544
519	1525	771	1/4/2024	Brakes	Brake pedal feels soft; stopping distance increased.	Two-piece rotors and high-performance brake fluid	308.98	42.82%	3.6	120	339.88	4.1	Victoria's Truck	Brakes service completed successfully.	15.09	40641
520	1526	772	7/26/2024	Brakes	Customer reports squealing noise when braking.	Brand XYZ brake pads and OEM rotors	154.41	44.23%	4	120	169.85	4.5	Eric's Truck	Brakes service completed successfully.	23.13	76084
520	1527	772	5/8/2025	Fleet Services	Quarterly fleet maintenance scheduled for company vehicle.	Fleet fluid replacement and standard brake pads	367.72	49.77%	1.8	120	404.49	2.3	Eric's Truck	Fleet Services service completed successfully.	29.7	77295
520	1528	773	6/16/2025	Tires	Generic Tires entry.	Generic Tires entry.	437.97	52.92%	2.6	120	481.77	3.1	Eric's Truck	Tires service completed successfully.	9.97	67269
520	1529	773	2/21/2024	Battery/Electrical	Interior lights flicker when driving over rough roads.	Starter relay and alternator belt	93.39	57.28%	1.5	120	102.73	2	Eric's Truck	Battery/Electrical service completed successfully.	26.83	68679
521	1530	774	11/16/2023	Seasonal Prep	Generic Seasonal Prep entry.	Generic Seasonal Prep entry.	167.67	30.85%	4.1	120	184.44	4.6	Brittney's Car	Seasonal Prep service completed successfully.	16.09	32333
521	1531	774	2/5/2025	Maintenance	Generic Maintenance entry.	Generic Maintenance entry.	140.9	55.33%	2.8	120	154.99	3.3	Brittney's Car	Maintenance service completed successfully.	20.02	34138
521	1532	775	9/5/2024	Diagnostics	Customer noticed sluggish acceleration and increased fuel usage.	OBD-II scanner and engine compression test kit	62.28	34.66%	2.6	120	68.51	3.1	Brittney's Van	Diagnostics service completed successfully.	17.85	27698
522	1533	776	5/23/2025	Exhaust/Emissions	Generic Exhaust/Emissions entry.	Generic Exhaust/Emissions entry.	89.11	26.94%	1.6	120	98.02	2.1	Stephanie's Truck	Exhaust/Emissions service completed successfully.	21.79	47066
523	1534	777	10/25/2024	Tires	Generic Tires entry.	Generic Tires entry.	276.44	34.31%	2.1	120	304.08	2.6	Andrea's Car	Tires service completed successfully.	15.87	27884
523	1535	777	3/25/2024	Diagnostics	Check engine light illuminated after recent fill-up.	Full diagnostic scan and wiring harness testing	456.69	33.93%	4.1	120	502.36	4.6	Andrea's Car	Diagnostics service completed successfully.	11.74	30665
523	1536	777	10/2/2023	Safety	Seatbelt buckle occasionally fails to lock.	OEM safety inspection kit	206.33	42.35%	1.6	120	226.96	2.1	Andrea's Car	Safety service completed successfully.	11.22	32146
524	1537	778	4/30/2025	Performance Upgrades	Generic Performance Upgrades entry.	Generic Performance Upgrades entry.	170.12	25.03%	4.1	120	187.13	4.6	Tammy's Truck	Performance Upgrades service completed successfully.	7.34	46780
524	1538	778	7/25/2024	Seasonal Prep	Generic Seasonal Prep entry.	Generic Seasonal Prep entry.	158.47	26.12%	1.4	120	174.32	1.9	Tammy's Truck	Seasonal Prep service completed successfully.	15.68	49646
524	1539	778	10/3/2024	Pre-Purchase Inspection	Generic Pre-Purchase Inspection entry.	Generic Pre-Purchase Inspection entry.	477.27	39.23%	1.5	120	525	2	Tammy's Truck	Pre-Purchase Inspection service completed successfully.	12.06	52044
525	1540	779	2/5/2024	Maintenance	Generic Maintenance entry.	Generic Maintenance entry.	114.88	38.65%	3.9	120	126.37	4.4	Joel's Van	Maintenance service completed successfully.	17.92	28766
525	1541	779	8/24/2024	Interior/Upholstery	Generic Interior/Upholstery entry.	Generic Interior/Upholstery entry.	327.14	49.88%	3.4	120	359.85	3.9	Joel's Van	Interior/Upholstery service completed successfully.	26.81	30987
525	1542	779	2/24/2024	Miscellaneous/Other	Generic Miscellaneous/Other entry.	Generic Miscellaneous/Other entry.	481.66	26.85%	3.3	120	529.83	3.8	Joel's Van	Miscellaneous/Other service completed successfully.	5.62	33558
525	1543	780	5/5/2025	Glass/Windshield	Generic Glass/Windshield entry.	Generic Glass/Windshield entry.	337.58	44.47%	4.6	120	371.34	5.1	Joel's Van	Glass/Windshield service completed successfully.	13.8	40934
526	1544	781	7/10/2025	Diagnostics	Check engine light illuminated after recent fill-up.	OBD-II scanner and engine compression test kit	77.62	52.49%	4.1	120	85.38	4.6	Benjamin's Car	Diagnostics service completed successfully.	27.56	57151
526	1545	781	4/21/2024	Maintenance	Generic Maintenance entry.	Generic Maintenance entry.	381.67	55.32%	3.7	120	419.84	4.2	Benjamin's Car	Maintenance service completed successfully.	28.97	58518
526	1546	781	9/4/2023	Brakes	Grinding sound noticed when slowing down from high speeds.	Ceramic brake pad kit and caliper brackets	95.97	59.86%	1.1	120	105.57	1.6	Benjamin's Car	Brakes service completed successfully.	8.63	60543
526	1547	782	2/8/2024	Body/Paint	Generic Body/Paint entry.	Generic Body/Paint entry.	169.57	29.66%	4.5	120	186.53	5	Benjamin's Van	Body/Paint service completed successfully.	5.86	49542
526	1548	782	9/9/2024	Miscellaneous/Other	Generic Miscellaneous/Other entry.	Generic Miscellaneous/Other entry.	159.69	39.44%	1.5	120	175.66	2	Benjamin's Van	Miscellaneous/Other service completed successfully.	25.18	52358
527	1549	783	5/14/2025	Pre-Purchase Inspection	Generic Pre-Purchase Inspection entry.	Generic Pre-Purchase Inspection entry.	120.6	39.49%	2.6	120	132.66	3.1	Mark's Van	Pre-Purchase Inspection service completed successfully.	26.59	35214
527	1550	783	8/14/2024	Pre-Purchase Inspection	Generic Pre-Purchase Inspection entry.	Generic Pre-Purchase Inspection entry.	123.53	53.68%	1.6	120	135.88	2.1	Mark's Van	Pre-Purchase Inspection service completed successfully.	2.38	37771
527	1551	783	1/4/2024	Oil/Fluid	Transmission fluid shows signs of contamination.	Coolant flush system and antifreeze pack	359.67	47.03%	3.8	120	395.64	4.3	Mark's Van	Oil/Fluid service completed successfully.	6.81	39466
527	1552	784	5/1/2025	Fleet Services	Fleet unit overdue for DOT compliance check.	"Oil, filter, rotation pack and maintenance checklist"	156.71	25.57%	3.8	120	172.38	4.3	Mark's Van	Fleet Services service completed successfully.	7.05	16255
527	1553	784	7/22/2023	Pre-Purchase Inspection	Generic Pre-Purchase Inspection entry.	Generic Pre-Purchase Inspection entry.	337.45	52.29%	4.6	120	371.19	5.1	Mark's Van	Pre-Purchase Inspection service completed successfully.	2.28	17792
528	1554	785	11/8/2023	Diagnostics	Engine occasionally misfires; diagnostic evaluation requested.	Full diagnostic scan and wiring harness testing	219.39	47.20%	2.1	120	241.33	2.6	Deborah's Van	Diagnostics service completed successfully.	11.85	17413
528	1555	786	5/16/2025	Suspension/Steering	Vehicle leans to one side when turning.	Shock absorber kit and alignment tools	64.88	48.07%	2.8	120	71.37	3.3	Deborah's Van	Suspension/Steering service completed successfully.	17.47	13088
528	1556	786	7/30/2024	Miscellaneous/Other	Generic Miscellaneous/Other entry.	Generic Miscellaneous/Other entry.	438.21	36.27%	3.7	120	482.03	4.2	Deborah's Van	Miscellaneous/Other service completed successfully.	2.89	14124
529	1557	787	9/25/2024	Diagnostics	Customer noticed sluggish acceleration and increased fuel usage.	Sensor probe set and voltage diagnostics tools	115.36	40.68%	1.9	120	126.9	2.4	Adam's Truck	Diagnostics service completed successfully.	20.36	74188
530	1558	788	11/22/2023	Repair	Rear window motor not functioning properly.	OEM seals and interior leak test kit	366.36	29.06%	1.6	120	403	2.1	Karen's Car	Repair service completed successfully.	9.75	21269
531	1559	789	2/20/2024	Custom/Accessory Install	Generic Custom/Accessory Install entry.	Generic Custom/Accessory Install entry.	299.2	41.47%	1.5	120	329.12	2	Whitney's Van	Custom/Accessory Install service completed successfully.	27.97	27615
531	1560	789	2/26/2025	Repair	Water leak under driver’s seat after rainstorm.	OEM seals and interior leak test kit	278.2	48.44%	4.8	120	306.02	5.3	Whitney's Van	Repair service completed successfully.	24.14	28317
531	1561	790	5/14/2025	Exhaust/Emissions	Generic Exhaust/Emissions entry.	Generic Exhaust/Emissions entry.	274	58.22%	2	120	301.4	2.5	Whitney's Truck	Exhaust/Emissions service completed successfully.	17.08	61725
531	1562	790	4/11/2024	Brakes	Grinding sound noticed when slowing down from high speeds.	Ceramic brake pad kit and caliper brackets	419.34	55.73%	2.8	120	461.27	3.3	Whitney's Truck	Brakes service completed successfully.	17.09	63373
532	1563	791	7/24/2023	Roadside Assistance	Generic Roadside Assistance entry.	Generic Roadside Assistance entry.	316.05	50.69%	4	120	347.66	4.5	Kathryn's Van	Roadside Assistance service completed successfully.	20.97	63560
532	1564	791	3/25/2024	Maintenance	Generic Maintenance entry.	Generic Maintenance entry.	232.69	33.05%	4.5	120	255.96	5	Kathryn's Van	Maintenance service completed successfully.	3.54	64642
533	1565	792	5/2/2024	Pre-Purchase Inspection	Generic Pre-Purchase Inspection entry.	Generic Pre-Purchase Inspection entry.	267.92	29.21%	3.4	120	294.71	3.9	Edward's Truck	Pre-Purchase Inspection service completed successfully.	20.51	61875
533	1566	792	8/22/2023	Performance Upgrades	Generic Performance Upgrades entry.	Generic Performance Upgrades entry.	328.94	32.60%	3	120	361.83	3.5	Edward's Truck	Performance Upgrades service completed successfully.	20.45	63895
533	1567	793	5/24/2024	Seasonal Prep	Generic Seasonal Prep entry.	Generic Seasonal Prep entry.	498.67	40.24%	3.8	120	548.54	4.3	Edward's Car	Seasonal Prep service completed successfully.	3.46	21771
534	1568	794	11/27/2024	Safety	Airbag warning light is illuminated on dashboard.	Airbag module and seatbelt latch	458.7	32.98%	2.8	120	504.57	3.3	Derrick's Truck	Safety service completed successfully.	7.18	45920
534	1569	794	8/30/2023	Fleet Services	Fleet unit overdue for DOT compliance check.	"Oil, filter, rotation pack and maintenance checklist"	494.66	35.21%	3.6	120	544.13	4.1	Derrick's Truck	Fleet Services service completed successfully.	2.41	46623
534	1570	794	12/1/2024	Pre-Purchase Inspection	Generic Pre-Purchase Inspection entry.	Generic Pre-Purchase Inspection entry.	270.03	55.89%	1.2	120	297.03	1.7	Derrick's Truck	Pre-Purchase Inspection service completed successfully.	26.29	47507
535	1571	795	8/17/2023	Safety	Seatbelt buckle occasionally fails to lock.	Airbag module and seatbelt latch	306.02	48.81%	4.9	120	336.62	5.4	Jason's Car	Safety service completed successfully.	28.27	66421
535	1572	795	12/27/2024	Roadside Assistance	Generic Roadside Assistance entry.	Generic Roadside Assistance entry.	408.1	26.10%	2.9	120	448.91	3.4	Jason's Car	Roadside Assistance service completed successfully.	1.23	67361
535	1573	795	12/17/2024	Repair	Water leak under driver’s seat after rainstorm.	Window motor assembly and wiring kit	252.96	38.96%	3.4	120	278.26	3.9	Jason's Car	Repair service completed successfully.	15.2	69411
536	1574	796	7/15/2023	Fleet Services	Quarterly fleet maintenance scheduled for company vehicle.	"Oil, filter, rotation pack and maintenance checklist"	205.94	52.79%	4.3	120	226.53	4.8	Gary's Van	Fleet Services service completed successfully.	18.18	69899
536	1575	796	1/23/2025	Safety	Airbag warning light is illuminated on dashboard.	Brake sensor harness and warning light tool	154.86	26.40%	2.8	120	170.35	3.3	Gary's Van	Safety service completed successfully.	8.54	72271
536	1576	796	10/9/2023	Oil/Fluid	Oil change due based on mileage; customer requested full inspection.	5W-30 synthetic oil and OEM filter kit	171.67	45.17%	2.6	120	188.84	3.1	Gary's Van	Oil/Fluid service completed successfully.	12.17	75038
536	1577	797	11/16/2023	Performance Upgrades	Generic Performance Upgrades entry.	Generic Performance Upgrades entry.	401.96	28.44%	2.1	120	442.16	2.6	Gary's Van	Performance Upgrades service completed successfully.	15.35	41489
536	1578	797	9/5/2024	Maintenance	Generic Maintenance entry.	Generic Maintenance entry.	61.11	26.47%	2.3	120	67.22	2.8	Gary's Van	Maintenance service completed successfully.	24.59	42094
536	1579	797	3/18/2024	Glass/Windshield	Generic Glass/Windshield entry.	Generic Glass/Windshield entry.	322.36	51.64%	4.9	120	354.6	5.4	Gary's Van	Glass/Windshield service completed successfully.	9.65	43108
537	1580	798	6/17/2024	Maintenance	Generic Maintenance entry.	Generic Maintenance entry.	468.9	38.65%	2.4	120	515.79	2.9	Jessica's Truck	Maintenance service completed successfully.	29.55	18302
538	1581	799	10/8/2024	Oil/Fluid	Coolant levels dropping faster than expected.	5W-30 synthetic oil and OEM filter kit	214.15	59.29%	1.6	120	235.57	2.1	Jacqueline's Truck	Oil/Fluid service completed successfully.	22.59	74901
539	1582	800	1/6/2024	Safety	Seatbelt buckle occasionally fails to lock.	Brake sensor harness and warning light tool	90.86	34.91%	4.5	120	99.95	5	Matthew's Van	Safety service completed successfully.	23.52	12333
539	1583	800	7/1/2024	Exhaust/Emissions	Generic Exhaust/Emissions entry.	Generic Exhaust/Emissions entry.	478.77	34.68%	4.3	120	526.65	4.8	Matthew's Van	Exhaust/Emissions service completed successfully.	15.91	13884
540	1584	801	3/9/2024	Suspension/Steering	Vehicle leans to one side when turning.	Shock absorber kit and alignment tools	385.96	44.87%	1.7	120	424.56	2.2	Valerie's Van	Suspension/Steering service completed successfully.	24.25	33959
540	1585	801	4/21/2024	Battery/Electrical	Car fails to start intermittently; suspected battery issue.	OEM fuse pack and battery sensor module	103.13	35.08%	3.9	120	113.44	4.4	Valerie's Van	Battery/Electrical service completed successfully.	17.28	36105
540	1586	802	12/25/2024	Tires	Generic Tires entry.	Generic Tires entry.	326.78	30.48%	4.1	120	359.46	4.6	Valerie's Truck	Tires service completed successfully.	5.71	64148
541	1587	803	5/15/2025	Miscellaneous/Other	Generic Miscellaneous/Other entry.	Generic Miscellaneous/Other entry.	355.87	32.44%	1.2	120	391.46	1.7	Juan's Truck	Miscellaneous/Other service completed successfully.	7.83	68406
541	1588	804	9/13/2024	Maintenance	Generic Maintenance entry.	Generic Maintenance entry.	120.16	42.94%	1.5	120	132.18	2	Juan's Car	Maintenance service completed successfully.	18.44	22636
542	1589	805	1/30/2024	Oil/Fluid	Transmission fluid shows signs of contamination.	5W-30 synthetic oil and OEM filter kit	260.8	59.02%	3.8	120	286.88	4.3	Lee's Truck	Oil/Fluid service completed successfully.	14.37	39085
543	1590	806	4/23/2025	Suspension/Steering	Vehicle leans to one side when turning.	Tie rod ends and sway bar link replacements	215.96	39.38%	2.6	120	237.56	3.1	Victoria's Car	Suspension/Steering service completed successfully.	15.96	69395
543	1591	806	3/8/2025	Safety	Seatbelt buckle occasionally fails to lock.	Airbag module and seatbelt latch	348.03	58.27%	1	120	382.83	1.5	Victoria's Car	Safety service completed successfully.	2	71351
544	1592	807	6/2/2024	Custom/Accessory Install	Generic Custom/Accessory Install entry.	Generic Custom/Accessory Install entry.	366.74	41.52%	1.7	120	403.41	2.2	Curtis's Truck	Custom/Accessory Install service completed successfully.	11.09	27001
545	1593	808	5/17/2025	Seasonal Prep	Generic Seasonal Prep entry.	Generic Seasonal Prep entry.	299	55.43%	2.4	120	328.9	2.9	Pamela's Truck	Seasonal Prep service completed successfully.	3.29	55948
545	1594	809	10/9/2024	Exhaust/Emissions	Generic Exhaust/Emissions entry.	Generic Exhaust/Emissions entry.	90.39	39.59%	2.2	120	99.43	2.7	Pamela's Truck	Exhaust/Emissions service completed successfully.	8.21	21653
546	1595	810	8/9/2023	Battery/Electrical	Interior lights flicker when driving over rough roads.	OEM fuse pack and battery sensor module	372.31	25.97%	4.7	120	409.54	5.2	Sara's Van	Battery/Electrical service completed successfully.	29.08	25172
546	1596	811	9/12/2024	Safety	Airbag warning light is illuminated on dashboard.	Brake sensor harness and warning light tool	430.77	57.18%	1.9	120	473.85	2.4	Sara's Truck	Safety service completed successfully.	15.16	43367
